tweet,label_prediksi
"jan: sekolah offline (happy bgt)
feb: lupa
mar: usbn, banyak foto sm temen2 ğŸ’˜
april: ultah me ke 18 dirayain di kfc
mei: ditembak sm ray ğŸ¤  https://t.co/K6071qFivs",negatif
"@neccanin Mjb dek, bantu infoin di Brain Academy Offline tersedia beberapa cabang di Jakut, Jaksel, Jakbar sama Jaktim kali aja ada yg deket rumah atau sekolah yaağŸ™†ğŸ»â€â™€ï¸ğŸ˜½ dan masi ada diskon bgt sebelum Juli plus cashback, lebih gede lagi klo uda pernah langganan paket RG apapunâœ¨ï¸ğŸ’«",netral
"@convomfs ğŸ’­ things u remember from 2022? 

jan : gue mulai nge crushin doi, nonton ty salma
feb : ikut lomba nari
mar : sekolah offline huhu
apr : bukber2
may : kerkel2 seru ğŸ¤© 
jun : pas full nt, jalan2 ke gembiraloka sm temen ğŸ˜­ğŸ¤©",netral
"@ziiyanjir tapi sekarang tuh kondisi mereka yang ga memungkinkan, kek sekolah aja online jadi kegiatan offline mereka berkurang dan apa"" pake hp. agak sayang sihğŸ˜”",positif
"ğŸ’­ things u remember from 2022? 

jan : akhirnya sekolah offline setelah sekian lama
feb : sakit sampe ngira kena covid karena gejala nya mirip banget
mar : pusing pat, uprak, us
apr : waktunya bersantai santai ria
may : pusing mikirin ppdb
jun : masih pusing mikirin ppdb https://t.co/u3kZLZt9jn",netral
Semangat buat besok yang masi sekolah online/offline,netral
"@Jokitugsfess Dah pada offline kalii nder, ini juga dah mo liburan sekolah pada terima raport",positif
"gua kan kemaren gradu diluar sklh tuh, tapi mas crush gua kaga ada yg ikut 22nya. trs enih ada gradu resmi di sekolah cuma org2 yg dipilih yg dateng offline TRS MAS CRUSH GUA 22NYA ADA WKWKK gweh jg dipanggil akwoakwok. jujurli mau gua ajak potbar tapi mental gua yupi bgt plss,,,",positif
"[160622] nct dream offline fansign event 

2. Mereka mengatakan sedang mempersiapkan koreografi beatbox seragam sekolah
(Apakah tidak apa-apa jika saya mengenakan seragam sekolah dan mahkota dan melakukan segalanya?)
#NCTDREAM #Beatbox https://t.co/fqAAA6n3xX",positif
*bisa terus sekolah offline*,positif
"klo lu gk bahagia pas SMA, bukan berarti org lain bakal begitu juga. masa SMA itu masa terindah dalam hidup aku sih, sampe aku cerita mulu di blog betapa takutnya kehilangan masa SMAğŸ˜‚ semoga kalian yg baru mulai SMA terus sekolah offline dan merasakan apa yg aku rasakan jugaâ˜ºï¸ https://t.co/JLsW3Yx1bo",positif
"@burhan_infinity iya mas, harga segitu dengan fitur mumpuni. skrg krn anak udah sekolah offline, tabletnya sering saya pake ğŸ¤­
buat buka email, excel, word sama powerpoint enak juga wlopn processornya masih quad core. dan yg saya suka baterainya 6000 mAh, tahan lama ğŸ˜",netral
"oh tak lupa congrats kawan-kawan sekolah,tuition offline,tuition online yang cemerlang.and terima kasih semua cikgu-cikgu yg pernah mengajar saya thank youu #Spm2021",netral
"jan : Akhirnya sekolah offline lagi
feb : sibuk daftar snmptn
mar : gatau banyak belajar aja....dan LULUS SNM 
apr : daftar ulang kuliah dan pengayaan LSP ( Ujian Sekolah juga tentunya)
may : Ujian LSP
jun : Lulus deh tinggal nunggu kuliah https://t.co/GqGVyZ9hD8",netral
"@convomfs jan : Akhirnya sekolah offline lagi
feb : sibuk daftar snmptn
mar : gatau banyak belajar aja....dan LULUS SNM 
apr : daftar ulang kuliah dan pengayaan LSP ( Ujian Sekolah juga tentunya)
may : Ujian LSP
jun : Lulus deh tinggal nunggu kuliah",netral
@hjwluvss IYA ANJRITTTTT KAYANYA EMG SEKOLAH W DOANG YG OFFLINE GAJETOT BGT ASLIğŸ˜’ğŸ˜’ğŸ˜’ğŸ˜’,negatif
gue kira sekolah offline bikin gue mental gue baik tapi ternyata malah makin parah sjsjsksksl,negatif
"@convomfs ğŸ’­ things u remember from 2022? 

jan : pertama kali sekolah offline stlh ampir 2 taun online
feb : deket lagi sama prejonan ku
mar : upt+pensi+nonton sama prenjon
apr : stress menuju utbk
may : utbk, makin deket bgt bgt bgt smaa prenjonan
jun : asing lagi sama prenjonan:)",netral
"@convomfs jan : ultah, sekolah offline, foto bts
feb : kena covid
mar : us offline
apr : pm utbk, puasa
may : lebaran
jun : gradu",positif
"@convomfs ğŸ’­ things u remember from 2022? 

jan : msk sekolah offline punya tmn
feb : masuk club voli
mar : beli pc pertama kali
apr : reuni tmn sd
may : jalanÂ² ke jogja, dremies ke indo
jun : beli album pertama kali",netral
"@napcozys HIHI THANK YOUU &lt;33 iyaa sekolah aku juga offline kok, tapi sayangnya aku lagi kena covid, jadi mau gamau dari rumah deh.. ğŸ˜ğŸ’”",positif
"Bocil jaman sekarang pada sok banget sih, gajelas. 
Lebih baik kalo anak belom butuh handphone tuh gausah dikasih! Sekarang sekolah kan udh mulai offline tuh nah ambil hp nya ğŸ˜’",positif
"@convomfs jan : sekolah offline seruu
feb : tante meninggal + pusing uprak
mar : aku di operasi
apr : pusing, nangis belajar utbk
may : utbk 
jun : deg deg an nunggu hasil utbk tiap hari tkut bgt:)",negatif
"ğŸ’­ things u remember from 2022? 

jan : sekolah offline seminggu 3x tapi Â½ hari doang
feb : SEKOLAH ONLINE LAGI HMZ
mar : GIDLE COMEBACK &gt;____&lt;
apr : ujian lsp ğŸ˜¥
may : dunno, tapi di bulan ini gue merasa banyak duit karena lebaran ğŸ¤£
jun : ujian ptn, semoga lulus deh ya https://t.co/UBdPjMQgzD",netral
"@convomfs jan : sneng krn udh skolah offline trs mulai suka sm org sekolah
feb : sdih krn daring lg 
mar : stress berat krn dh mau to 
apr : bulan keramat bgt soalnya gua uprak sm ujian skolah trs jg gua udh mulai akrab sm crush cm sbntr doang 
may : study tourğŸ’•
jun : kelulusanğŸ’¯ğŸ˜»â˜ğŸ»",positif
gue pas kelas pagi offline dan baru sadar bocil kematian udah mulai sekolah lagi https://t.co/eA8oCqr7J9,positif
dulu pas adek masih sekolah offline kelas 10 doi sering pulang telat dimarahin diem aja ga pernah jawab ternyata telatnya karena selalu minjemin temen sebangkunya kalo ada tes/pr yg perlu pake hp karena temennya ga punya jd doi nungguin temennya selesai tes dulu ğŸ¥²,negatif
"@convomfs jan : sekolah full offline 
feb : konser loona ğŸ˜
mar : uas uprak us 
apr : puasa
may : lebaran
jun : final queendom, graduation, pcs, loona ğŸ™",netral
"Dalam menyambut momentum tahun ajaran baru dan kembalinya bersekolah secara offline, Gramedia menghadirkan rangkaian promo â€œGramedia Sahabat Sekolahâ€.
 
https://t.co/w3Eg0SHw8E via @serambinews",netral
"[askrl] misalkan keterima volunteer offline luar sekola, pas jadwal sekolah masuk tuh gimana izin nya?",netral
"@convomfs jan : sekolah offline
feb : sekolah online
mar : online agak gila
apr : lebih gila lagi
may : puncak kegilaan
jun : libur",negatif
"@_tsumutoroo__ ehiyaaa gakpa kak, yg sekolah emang banyak yg udah offline sik kak tp klo prodiku masih belum :(",netral
"@convomfs jan : sekolah offline 100% lagi 
feb : uprak
mar : ujian sekolah + pengumuman snmptn ğŸ¥²
apr : puasa &amp; my bday
may : lebaran dan pulkam ke Malang lagi after 5 tahun ga pulkam + utbk
jun : NUNGGU PENGUMUMAN SBMPTN, DOAIN AKU LOLOS PIL 1 YAAAğŸ™ğŸ»",netral
"@convomfs ğŸ’­ things u remember from 2022? 

jan : jl byk post &amp; sering online after a long time
feb : tugas hafalan senam skj 2018
mar : txt 3rd anniv &amp; nonton fanlive mereka
apr : sekolah offline jor-joran
may : idhul fitri tp cuma libur seminggu
jun : bts cb (jgn lupa stream yet to come)",negatif
"@schfess Boleh nyaranin Brain Academy Offline by Ruangguru nder? Kali aja deket sama rumah&amp;sekolah dan lebih affordableğŸ”®ğŸ’«âœ¨ï¸ boleh bgt dm buat konsul sm tanya2 harga ya, skalian lagi ada promo sebelum Juli+cashback. Bantu spill fasilitasnya jg lwt video ini yaağŸ https://t.co/nGqOnGRY9H",netral
@firsteinlight @wxndwitch Harus verifikasi offline ke sekolah tujuan. Baru nanti muncul di onlinenya.,netral
"@convomfs jan : offline school
feb : uprak
mar : ujian sekolah
apr : gada yang special
may : kelulusan
jun : utbk, jalan sama bestie yang lama ga ketemu",netral
@convomfs jangan sampe sekolah online lagiiii gue sama temenÂ² gue udh puyeng mikirin progja offline PMR masa harus diubah jd online?!!??!,netral
"@convomfs ğŸ’­ things u remember from 2022? 

jan : ultah, sekolah offline, hebring snm
feb : daftar snm keknya
mar : uprak, us, alhamdulillah lolos snm
apr : puasa, main, drakoran
may : lebaran, main, graduation
jun : so far baru inget captijar ama kerumah bu juni",netral
"@BudiGSadikin pak, kpn rencana vaksin covid booster utk usia 6-17 th ? sdh masuk liburan sekolah (mobilitas meningkat),sekolah udah offline setiap hr, kasus covid lg tinggi. mohon dipertimbangkan boosternya &amp; jg pelaksanaan vaksin covid bagi usia 6 bln - 5 th ya pak.. ğŸ™",positif
"@convomfs jan : sekolah offline yey
feb : sekolah online lg -_-
mar : uts, us, ngurus berkas, dll. sgtt penat
apr : puasa, bukber, uprak seru pol, ditolak ipb ğŸ’”
may : lebaran, utbk
june : gradu, pengumuman sbm semoga lolos pil 1/pil 2 aamiin ğŸ¤²",netral
"@convomfs jan : sekolah offline
feb : masuk eligible milih jurusan, pesta bareng temen
mar : ga keterima snm
apr : bimbel, to, puasa, nangis, cape
may : utbk, nangis, cape, hampir gila keknya
jun : keterima SBM WKAKWKA TOLONGGG PLSSS AAMIININ ğŸ™ğŸ»",negatif
"ğŸ’­ things u remember from 2022? 

jan : pertamakali sekolah offline
feb : online lagi, foto bookyear
mar : pts online, uprak offline
apr : us offline
may : JOGJAAAAAAAA 
jun : kelulusan, wisuda https://t.co/gJHgrTujbp",netral
sekolah gw beneran gada gradu offline yah... hade,positif
"Berasa gk sekolah walaupun 1.5thn offline (sebelum pandemi)

Apalagi abis itu nganggur setahun dah beneran kerasa nganggurğŸ˜­ https://t.co/wvglv7kJir",netral
buat c0vid plis jangan naik lagi gw mpls sma gw offlineğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ gw mau sekolah offlineğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­,positif
"lo tau kenapa gue tetep antusias sekolah offline meskipun masa masa kelas 10 gue selama ini kek rollercoaster? ya karena SMA itu sekolah berseragam yang paling terakhir, kalo udah kuliah mana bisa kayak gini lagiğŸ˜­

i need those songs to colors my imagination up",negatif
@PPDBDKI1 @Nokomplen Maksudnya disini langsung ke sekolah secara offline atau tunggu dihubungi sekolahnya ya kak?,positif
"@convomfs jan : sekolah mulai offline
feb : uprak uprak + covid
mar : keluar pulau daftar sekolah + imtihan
apr : date panas panas jam 11 ke pantai
may : disidang bk krn pernah pacaran + hug my cutie so tight
jun : maybe for the last time, i met my karina",netral
"@Askrlfess Anak sekarang seneng bgt daring, klo kuliah/sekolah milih daring tpi tetep aja nongkrong sana sini, pdhl klo sekolah/kuliah enakan offline tau drpada daring",positif
"ğŸ’­ things u remember from 2022? 

jan : sekolah offline 100%
feb : konflik banyak banget ya Allah tolong
mar : UAS
apr : ujian ujian sekolah tidak ramah
may : LIBOR AHAHAHAHA
jun : Sibuk PPDB guys https://t.co/e13Mk6mlqj",netral
"@convomfs jan : Mulai sekolah offline
feb :plg seru, bcs ni dmna gue bareng"" trs sama temen gue, lat uprak dll.
mar :  ter ajgg, gue ditolak di snm
apr : seru agak nt, stres ngebut buat belajar sbm. 
may : gue ujian sbmptn 
jun : ovt scor sbm,sres daftar sana sini",netral
"@convomfs Plisss lah ini mau ajaran baru, guwehh mau sekolah offline ya gess!",positif
Kasus siswa MTS #justiceforbintang itu parah banget pembullyan yang mengakibatkan bintang meninggal terus pelakunya anak dibawah umur itu tuh fatal banget tapi disini kita bisa ambil hikmahnya bahwa perlunya sekolah offline bukan hanya soal ilmu tapi untk membentuk karakter murid,netral
"@convomfs jan : pertama kali aku sekolah offline &amp; pulang malem cuz kerumah temen
feb : back to sekolah online
mar : gaketemu tmn n merasa semua temen pergi dr ak
apr : balik sekolah offline (renggang sama tmn sma, tp dpt temen lain)
may : ultah ak, nonton konser 
jun : liburanğŸ«¶ğŸ¼",negatif
"@paimonfess Karna klen satu sekolah nih ya, kalo offline, datangi lalu gebuk lah muka dia. Ajak betumbuk irl ngapain betumbuk di genshin.",positif
"@convomfs ğŸ’­ things u remember from 2022? 

jan : masuk sekolah offline
feb : kena cvd 
mar : sembuh cvd
apr : hariâ€ ngedate, ketemu ortunya pacar
may : lebaran, hp baru, ujian kenaikan kelas
jun : ultah",netral
"@Askrlfess heh anjir gue gak mau kek gini lagi ya, udah bagus sekolah offline soalnya dapet penjelasan kalau daring nanti ngaco gak akan bener. gue juga pengen ngerasain kelulusan secara offline yh, lo jangan bikin gue emosi deh nder",negatif
"@Askrlfess Padahal sekolah offline tuh menyenangkan loh, jadi banyak kegiatan yg bisa dilakukan bareng2 kayak pensi, class meeting, ngerjain project bareng2, banyak acara menyenangkan yg tertunda selama 3 tahun ini. Dan lu minta daring lagi???????? Like what???",positif
"@croffliesz ini gua awal"" sekolah offline lagi kemarenğŸ˜­",positif
"@convomfs jan : Ultah gw
feb : dpt beasiswa les offline gratis 
mar : Ujian Sekolah
apr : fase ğŸ¦‹
may : Utbk + break up wk 
jun : Lolos FK",netral
"@convomfs ptm full wkwkw + uprak
foto katalog 
buat ktp
ujian sekolah offline
utbkğŸ˜µâ€ğŸ’«
foto di self studio 

sisanya cm inget bolak balik inten rumah",netral
"jan : jadi badut nungguin trejo cb
Feb : trejo cb yeaaayyyy
Mar : idk, nemenin trejo promosi (?) sama pts keknya
Apr : TRACE ğŸ«¶ğŸ¼
May : Yoshi bday &amp; ptm pertama, after 2thn ga sekolah offline
Jun : pusingggg PAT ğŸ™ƒ RECORD PICF 10 hours +++ https://t.co/GD8QhxbNa4",positif
"@convomfs jan : masuk offline
feb : ngecrushin orang
mar : ultah kakak gua 
apr : eyang meninggal
may : hp rusak, ultah gua
jun : lagi sibuk banget jadi babu sekolah karena ada acara",negatif
"jan : mulai masuk sekolah offline lagi
feb : mulai daftar ke univ lewat jalur rapot
mar : stress US sama stress nunggu pengumuman dari UI
apr : keterima ajztsksvgss
may : nganggur, confess ke crush
jun : graduation akYsjsh seneng, dan kemudian nganggur lagi sampe September nanti https://t.co/kFJNPrDePk",netral
"jan : sekolah offline, ke puncak sama keluarga besar, ngepul mark
feb : treasure cb, dkt sama r word, mark solo
mar : ak ultah, haechan ngisi ost, PAT &amp; UM, pengumuman snm tp ak gk lolos wkwk, dream cb glimo
apr : treasure trace, pengumuman span ak lolos ğŸ¤©, puasa https://t.co/YCcsTC97ou",netral
"@convomfs jan : masuk sekolah offline
feb : uts sambil kena kopit
mar : ngga tau apa hambar
apr : puasaan sambil sekolah + maag kambuh dua kali berat gue sampe turun 5 kg
may : krisis duit soalnya gue boros tapi tetep jalan kesana kemari
jun : 3 minggu gak sekolah",negatif
"@jeonc4kes offline kena walk in gi sekolah, online kena pi website. nansmsmamdjsk nak gi ambik results kat sekolah, nak jumpa member jadnnssmamsm",negatif
"@convomfs jan : ketemu sm bestie sd
feb : prtama kali sekolah offline slama 2 thn
mar : ke pantai bareng temen
apr : winstreak di ml, masuk epic
may : ganti sendal setelah 3 thn 
jun : blm tau yh",netral
"@convomfs ğŸ’­ things u remember from 2022? 

jan : jalan jalan ke Jogja, sklh offline full
feb : lupa
mar : ga lolos snm
apr : ujian sekolah
may : sering jalan jalan 
jun : ambil ijazah, gampang nangis",netral
"@convomfs jan : sekolah offline, seru tp rada awikwok
feb : galau anjing putus 
mar : setres ujian praktek, selflove bingits
apr : puasa, naksir (BERat) sama nmixx esp sullyoon
may : lebaran, dapet pacar awikwok, jadi wibu
jun : ultah, kelulusan, insecure phase",negatif
"@convomfs ğŸ’­ things u remember from 2022? 

jan : MULAI SEKOLAH OFFLINEğŸ˜ğŸ˜ğŸ˜
feb : LUCAS APDET LOPE SEKEBONğŸ«¶ğŸ«¶ğŸ«¶ğŸ«¶ğŸ«¶
mar : TRY OUT 2 NILAIKU ANJLOK PARAH
apr : UJIAN SEKOLAHğŸ˜”ğŸ˜”ğŸ˜”
may : GA FOTO PAS WISUDA ANYINK MADAPAKA
jun : PPDB MUMET",netral
"@convomfs jan : gatau
feb : gatau
mar : w ultah
apr : mulai sekolah offline
may : kenal satu temen baru
jun : UJIAN AKHIR",negatif
"ğŸ’­ things u remember from 2022? 

jan : lupa
feb : sekolah offline
mar : us + pengumuman snm
apr : puasa
may : utbk
jun : gtau bakal inget apa kdpnnya https://t.co/K4mIk1AqDY",netral
"@convomfs ğŸ’­ things u remember from 2022? 

jan : sekolah offline coi
feb : sibuk 
mar : ultah
apr : COMEBACK NYA BIGBANG 
may : utbk
jun : SELAMAT! ANDA DINYATAKAN LOLOS SBMPTN 2022, cari kostan, mulai perjalanan baru ((jiakh)) AAMIIN YA ALLAH AAMIIN AAMIIN AAMIIN AAMIIN",negatif
"@convomfs ğŸ’­ things u remember from 2022? 

jan : sekolah offline
feb : suka sm crush
mar : awal bulan deket sm crus
apr : pertama kali di peluk crush
may : -
jun : lost contacts sm crush",positif
"@convomfs jan : offline school 
feb : got covid
mar : tugas akhir
apr : selesai sekolah 
may : KONSER ALLOBANK NCT DREAM
jun : graduations",positif
"@convomfs ğŸ’­ things i remember from 2022!! 

jan : sekolah offline (akhirnyaa)
feb : uprak(?) online lgi wkwk
mar : ujian2 kyknya
apr : traktiran, dolan, nobar (bye kos2an)
may : utebeka, txt comeback gbgb
jun : WISUDA!! (+perpisahan, +dolan)",netral
"menangisi perpus sekolah yang penuh novel tapi baru ada pas awalÂ² pandemi, dan baru kemaren baca pas offline. sekarang udah lulus ğŸ˜­ğŸ˜­ğŸ’”ğŸ’”ğŸ’” https://t.co/8KXWKrm1ww",positif
"@convomfs ğŸ’­ things u remember from 2022? 

jan : sekolah offline 100%
feb : -
mar : -
apr : -
may : - 
jun : ngang ngong ngang ngong doang tbaÂ² ujian kenaikan kelas. Hadeh",negatif
"@Askrlfess jangan doong, ak mw ngerasain sekolah offline",positif
"@schfess sepupu ku ada yg less disana juga, BA yang offline tapi. kata dia sih enak materinya dijelasin 2x trus bisa nanya tugas sekolah juga ke master teachernya",negatif
@schfess tmn aku yg sekolah offline nya senin kamis doang ttp lulus nder,netral
@lostt_boy_ Ihhhh kok jahat sihh.. Aku pengen sekolah offline lho,netral
@Askrlfess GUE MAU SEKOLAH OFFLINE,positif
"heran. tiap kampus ngeluarin kebijakan ""kuliah offline buat next semester"", corona makin menjadi aja. apakah corona gasuka sekolah? https://t.co/6gSfVIW0b6",netral
"adh bisa-bisa konser yg udh di jadwal kena cancel klo naik trsğŸ˜“ğŸ˜“ğŸ˜“ trs sekolah onlen lg. tp pls jangan ya Allah baru jg merasakan hawa"" sekolah offline ))))): https://t.co/JGWdVt4aiv",positif
"@axleera Bisa online bisa offline ka. Lebih enak offline karena bisa langsung menyerahkan berkas"" yang di butuhkan oleh pihak sekolah",netral
Yaelah plis aku mau Sekolah offline ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜”ğŸ˜” https://t.co/bhV8c9eFcF,negatif
@Askrlfess sebegitu bodonya ya lu nder ampe gaberani sekolah offline? wkwk gws deh yh.,negatif
@biggboyyz MOMENNY AJ DIKITTT soalny baru sekolah offline 2 bulan HAHAHAHA,negatif
@Askrlfess kenapa tiap mau ajaran baru selalu kasus naik? kan enak kalo sekolah/kuliah dah full offline :),positif
bener bener hal yg gue takutin pas sekolah offline tuh kejadian pas smp keulang lagi,netral
"@ditamoechtar_ Anak temen aku udah. Bulan kemarin. Mulai maraknya barengan ama hepatitis anak kmrn itu. Hati-hati ya parents. Ketularannya dr anak tetangga depan. Mungkin bawaan dr mulai sekolah offline kmrn itu. Untung ga terlalu parah, tp sampe seminggu stlh sembuh msh blm trll fit dia.",negatif
"Paipai SMAğŸ‘‹ğŸ¥ºğŸ«¶
Sedih bgt sumpah masa SMA ku gini... Gaada Kepikiran samsek masa SMA ku covid gini bener bener 1 semester kurang sekolah offline nya hahaha,tapi sekali lagi ada hikmah dibaliknya...tetep bersyukur ya dirikuğŸ˜” https://t.co/6glAdkk71P",positif
kek waktu awal sekolah offline aja langsung bisa baur satu sama lain gaada rasa awkward sama sekali anjir AAAAAAA NANGIS BENERAN,netral
@xhatredr @iqhakim @txtdrjkt Sekolah online gabut dirumah mulu sekolah offline gabut juga disekolah mulu ğŸ¥°,negatif
"Seru banget sih orangÂ² yang graduation nya di selenggarakan di sekolahnya, andai aja covid gak ada pasti bs ngerasainnya, ngerasain jadi kakak kelas pun engga:(
Sekolah offline cuma sampe semester 1 kelas 11 doang:(",positif
@_jessxs bismillah sekolah offline soon ğŸ™ bring back bullying,positif
"@iqhakim @txtdrjkt Baru juga masuk sekolah offline, udah tawuran
Ternyata cov19 ada baiknya juga ya",negatif
"Valid nggak nih? Yang duduk di bangku depan sama belakang coba kumpul sini ğŸ˜

Makin kangen sekolah offline nggak sih kalau ingat-ingat kenangan dulu sebelum pandemi? https://t.co/7rQFpZdzQo",positif
"@GemaShowIndo Dahlah mending sekolah online dilakukan lgi, begini nih offline muncul lgi siswa2 beban wkwkwkwkwk",netral
"di sekolah dong, ya meskipun langsung di usir satpam tapi gpp setidaknya offline ga online ekeke SERUU bgt mana bajunya warna nya lucuu ijooo favo aku https://t.co/Vz0RcQ6gpQ https://t.co/FI14bfdnI0",netral
@iqhakim Gara gara sekolah udah offline ini mulai lagi hadeuuh,negatif
"@iqhakim Sekolah online gabut, offline tawur.. Gimana dah",netral
"aneh bgt dah, lu kalo demen sekolah online yauda lu gak bs maksa buat trs online. so does yg suka offline. lu gak bisa maksain pendapat lu sambil ngatain orang lain egois ğŸ˜… (gw pribadi suka online ya, ngga capek dijalan dan ditengah istirahat bisa nyambi olahraga)",negatif
@caratstalk tergantung keadaan kamu gimana kalo masih sekolah/kuliah yang udah offline mending day 1 nder,netral
"nyulut emosi bettt ni bocah congornya dah dikasi tau pulang pergi sekolah naik angkot aja karna ya gua kuliah tar offline mana mungkin nganterin mulu malah nyolot jawab ""lu dulu emang naik angkot?"" LAHH YA LU TAU DIRI LAH LIAT KONDISIII",netral
"@di_coba_dulu @iqhakim @txtdrjkt dapet darimana dah itu serem bener, lagian ya baru pada sekolah offline lagi dah begitu aja kelakuannya, kirain abis pandemi gada lagi tawuran",negatif
"@ProfesorZubairi Stop bahas ini prof..kita semua sudah hidup normal sekarang,banyak yg lagi berusaha bangkit dr keterpurukan ekonomi
Anak2 yg lagi sekolah lagi berusaha menyesuaikan lagi dgn sekolah offline
Hub sosial sedang pulih2nya..
Awas aja klo gara2 pengaruh anda kita terpaksa mundur lagi",negatif
"@iqhakim @txtdrjkt Inilah alasan mereka meminta sekolah dikembalikan ke cara offline, teman-teman.",negatif
"Hallo fans #ESETIndonesia,
Buat kamu yg sudah kembali sekolah offline, ini ada promo ESET HARDIKNAS DISKON 50%

Belinya mudah, cukup scan QR code di image promo atau kunjungi https://t.co/zWUP4V63Rl 

#esetinternetsecurity #promojuni #esetindonesia #hardiknas https://t.co/Bor3FzRQY3",netral
"@mouldie_sep hish, sekolah online kurang nangkep, sekolah offline kurang sikap",netral
@iqhakim @txtdrjkt sekolah offline bego sekolah online makin bego ğŸ˜†,negatif
barusan lewat sekolah sekolah kok udah pada rame siiih ini bnrn udah mulai offline semua ya gw shock,positif
"makasih bgt buat temenÂ² sekolah gue disini, kita udh 3 tahun barengan, walaupun most of the 2/3 years itu kita belajar online, masih bisa ttp seru. lbh berterimakasih lagi buat kelas 7C sm kelas 9B, krn emg cmn pas di kls itu gue offline",netral
"@schfess kerudung kudu ada logo, berhubung tbtb offline trs kerudung sekolah gaje semua. ya ak beli kerudung baru belum dibordir kena tegur 2 kali skrng merasa syng karna udh mau lulus",netral
"@sbmptnfess Hari ituu dah sekolah offline kann, seharian tu kek apa yaa suasananya beda aja dari bisanya. Dari temenâ€ deketku aku berduaa sm temenku nih yg eligible. Kalo ditanya soal snm aduh pokonya udh males n pesimis bgt deh pasti langsung alihin pembicaraan wkwk untung pada ngerti(cont)",negatif
